account_id,customer_name,customer_type,branch,account_open_date,risk_score
A00410,Wazir Dugar,Offshore,Bangalore,2022-11-23,0.7
A00411,Reyansh Lala,Shell,Hyderabad,2025-08-03,0.33
A00412,Manthan Brar,Offshore,Hyderabad,2017-09-21,0.6
A00413,Eiravati Garde,Shell,Bangalore,2018-06-30,0.57
A00414,Avni Parmer,Shell,Bangalore,2017-09-01,0.82
A00415,Wakeeta Seth,Offshore,Chennai,2023-04-28,0.2
A00416,Nathan Bhandari,Offshore,Bangalore,2024-12-09,0.45
A00417,Yahvi Warrior,Offshore,Delhi,2021-09-05,0.22
A00418,Aditya Setty,Shell,Kolkata,2019-04-18,0.27
A00419,Lakshmi Kade,Offshore,Chennai,2020-10-27,0.93
A00420,Chakradhar Chakraborty,Offshore,Hyderabad,2019-03-13,0.6
A00421,Nakul Sekhon,Shell,Mumbai,2018-12-14,0.45
A00422,Zaid Chada,Individual,Delhi,2017-11-08,0.32
A00423,Dayita Rastogi,Business,Chennai,2021-05-19,0.42
A00424,Turvi Parmer,Shell,Delhi,2024-10-04,0.47
A00425,Chaitaly Nayar,Shell,Delhi,2022-07-27,0.1
A00426,Viraj Yohannan,Offshore,Kolkata,2016-02-09,0.37
A00427,Yadavi Walla,Business,Kolkata,2017-01-09,0.58
A00428,Samuel Banik,Offshore,Mumbai,2022-12-22,0.13
A00429,Varsha Behl,Business,Chennai,2018-11-04,0.5
A00430,Elijah Nayar,Shell,Delhi,2018-04-07,0.32
A00431,Neelima Sha,Business,Kolkata,2017-07-07,0.42
A00432,William Sant,Business,Mumbai,2025-04-03,0.64
A00433,Omaja Oak,Offshore,Bangalore,2023-08-25,0.29
A00434,Warjas Sami,Shell,Delhi,2025-02-28,0.46
A00435,Ridhi Johal,Offshore,Bangalore,2024-08-31,0.96
A00436,Arunima Dixit,Shell,Hyderabad,2022-11-14,0.22
A00437,Nikita Master,Shell,Delhi,2021-12-13,0.03
A00438,Yauvani Kade,Individual,Kolkata,2024-07-06,0.44
A00439,Geetika Sahota,Offshore,Delhi,2015-11-22,0.79
A00440,Yashoda Singhal,Individual,Kolkata,2023-12-31,0.82
A00441,Jyoti Sankaran,Shell,Bangalore,2019-01-31,0.6
A00442,Yoshita Mishra,Business,Bangalore,2019-09-03,0.21
A00443,Urvashi Dani,Shell,Delhi,2019-12-04,0.57
A00444,Mohini Mohan,Individual,Mumbai,2017-08-15,0.31
A00445,Zaid Mannan,Individual,Mumbai,2023-06-07,0.9
A00446,Avni Prabhakar,Individual,Bangalore,2024-03-02,0.64
A00447,Udarsh Dugar,Offshore,Bangalore,2020-12-25,0.36
A00448,Oni Barman,Offshore,Hyderabad,2019-01-09,0.48
A00449,Kala Butala,Offshore,Mumbai,2023-06-14,0.38
A00450,Warda Reddy,Offshore,Delhi,2018-04-17,0.13
A00451,Yuvraj Sehgal,Shell,Kolkata,2016-12-28,0.02
A00452,Ishani Kohli,Individual,Kolkata,2023-08-26,0.03
A00453,Balhaar Chhabra,Individual,Mumbai,2019-02-07,0.12
A00454,Zinal Borra,Shell,Chennai,2018-07-21,0.05
A00455,Siya Patla,Shell,Hyderabad,2023-04-13,0.19
A00456,Darpan Sura,Individual,Chennai,2020-05-19,0.85
A00457,Max Toor,Individual,Mumbai,2021-12-06,0.25
A00458,Ranbir Handa,Offshore,Mumbai,2020-02-08,0.97
A00459,Krisha Subramaniam,Business,Kolkata,2016-06-05,0.92
A00460,Hema Doshi,Individual,Kolkata,2017-09-20,0.95
A00461,Saumya Khanna,Business,Chennai,2017-10-20,0.01
A00462,Advik Kala,Shell,Chennai,2017-05-18,0.57
A00463,Tarak Dara,Offshore,Bangalore,2021-10-07,0.56
A00464,Chaitanya Badal,Business,Kolkata,2018-04-23,0.44
A00465,Kashish Mane,Individual,Hyderabad,2021-10-05,0.97
A00466,Xalak Pillay,Business,Chennai,2016-08-08,0.4
A00467,Aradhana Dutt,Offshore,Chennai,2018-03-09,0.66
A00468,Chaitanya Shere,Shell,Chennai,2019-05-20,0.13
A00469,Gabriel Deep,Shell,Mumbai,2023-02-21,0.83
A00470,Fariq Dar,Shell,Delhi,2020-08-10,0.18
A00471,Yahvi Bora,Business,Hyderabad,2016-06-27,0.27
A00472,Omya Ram,Offshore,Mumbai,2016-02-16,0.78
A00473,Reva Dara,Individual,Delhi,2021-09-08,0.27
A00474,Krisha Shan,Offshore,Hyderabad,2023-08-08,0.1
A00475,Nikita Thakkar,Individual,Chennai,2017-09-30,0.15
A00476,Chatresh Kamdar,Shell,Kolkata,2022-11-16,0.06
A00477,Viraj Garde,Individual,Bangalore,2018-10-03,0.43
A00478,Timothy Kalla,Shell,Bangalore,2022-02-17,0.43
A00479,Lajita Trivedi,Business,Mumbai,2024-03-13,0.7
A00480,Dhruv Thakur,Shell,Chennai,2024-08-19,0.49
A00481,Tanay Comar,Shell,Mumbai,2018-12-09,0.45
A00482,Warda Rattan,Business,Kolkata,2021-04-23,0.51
A00483,Ethan Gaba,Offshore,Delhi,2022-12-02,0.63
A00484,Wahab Sarna,Business,Kolkata,2022-01-08,0.69
A00485,Nachiket Dugar,Shell,Delhi,2019-12-05,0.47
A00486,Forum Dhawan,Shell,Delhi,2021-11-05,0.87
A00487,Krishna Bose,Business,Hyderabad,2025-05-05,0.8
A00488,Laksh Raj,Offshore,Bangalore,2017-11-30,0.88
A00489,Parth Hans,Shell,Bangalore,2023-10-24,0.25
A00490,Panini Trivedi,Offshore,Bangalore,2017-03-12,0.81
A00491,Udant Jain,Individual,Bangalore,2019-02-12,0.47
A00492,Chandresh Randhawa,Shell,Bangalore,2021-03-19,0.86
A00493,Bakhshi Das,Individual,Hyderabad,2024-03-21,0.99
A00494,Max Venkatesh,Offshore,Hyderabad,2017-06-23,0.77
A00495,Shivani Khatri,Individual,Bangalore,2017-12-28,0.13
A00496,Advika Hayre,Offshore,Chennai,2022-02-08,0.49
A00497,Advika Bahri,Individual,Mumbai,2022-07-15,0.64
A00498,Ishaan Bhandari,Business,Chennai,2019-08-07,0.73
A00499,Mohini Ravel,Individual,Bangalore,2021-11-07,0.35
A00500,Sudiksha Krishna,Individual,Chennai,2024-07-31,0.82
A00501,Fitan Doctor,Business,Bangalore,2022-10-26,0.38
A00502,Raagini Borah,Shell,Kolkata,2025-04-06,0.87
A00503,Simon Kapadia,Shell,Delhi,2021-03-13,0.42
A00504,Avi Seth,Individual,Mumbai,2017-10-09,0.79
A00505,Karan Bawa,Individual,Delhi,2017-04-07,0.21
A00506,Kabir Shankar,Individual,Chennai,2021-03-31,0.24
A00507,Abhiram Khurana,Business,Mumbai,2016-08-16,0.62
A00508,Michael Virk,Shell,Bangalore,2016-09-27,0.91
A00509,Ishaan Kumer,Business,Kolkata,2017-02-12,0.97
A00510,Bahadurjit Divan,Offshore,Chennai,2015-12-27,0.55
A00511,Diya Rout,Shell,Delhi,2023-03-15,0.57
A00512,Megha Aggarwal,Business,Hyderabad,2023-09-09,0.05
A00513,Frederick Sankaran,Business,Chennai,2025-05-06,0.14
A00514,Ryan Mannan,Offshore,Hyderabad,2017-01-30,0.63
A00515,Zansi Kade,Shell,Kolkata,2024-07-29,0.23
A00516,Jackson Saha,Business,Mumbai,2017-07-27,0.01
A00517,Damyanti Vig,Individual,Chennai,2023-11-24,0.45
A00518,Udant Shah,Offshore,Hyderabad,2021-11-09,0.22
A00519,Gaurang Kibe,Business,Bangalore,2018-09-07,0.31
A00520,Praneel Sami,Shell,Mumbai,2025-05-17,0.89
A00521,Pahal Om,Individual,Chennai,2018-01-26,0.17
A00522,Yatan Kapur,Individual,Delhi,2020-02-10,0.03
A00523,Zashil Kuruvilla,Offshore,Hyderabad,2019-06-09,0.71
A00524,Hemangini Bhakta,Shell,Delhi,2022-04-16,0.97
A00525,Tanmayi Dey,Business,Delhi,2019-07-01,0.26
A00526,Omya Tella,Business,Chennai,2019-09-01,0.07
A00527,Yamini Jain,Business,Bangalore,2018-04-22,0.51
A00528,Nakul Talwar,Business,Bangalore,2017-04-08,0.91
A00529,Harshil Dhar,Shell,Bangalore,2024-03-20,0.78
A00530,Ucchal Sagar,Offshore,Hyderabad,2020-01-07,0.6
A00531,Chaitanya Maharaj,Individual,Mumbai,2018-03-27,0.43
A00532,Champak Palan,Business,Hyderabad,2019-10-21,0.14
A00533,Oeshi Ramachandran,Offshore,Bangalore,2021-09-15,0.79
A00534,Sanaya Savant,Shell,Kolkata,2021-03-26,0.33
A00535,Indali Srivastava,Individual,Kolkata,2019-12-20,0.71
A00536,Oliver Kala,Offshore,Kolkata,2021-06-18,0.73
A00537,Gautam Bhalla,Shell,Kolkata,2019-10-10,0.75
A00538,Eshana Chada,Shell,Kolkata,2023-09-20,0.11
A00539,Tripti Kalla,Shell,Bangalore,2021-11-09,0.71
A00540,Frado Gade,Business,Chennai,2020-06-17,0.52
A00541,Harshil Wali,Business,Hyderabad,2021-03-16,0.04
A00542,Charan Mane,Business,Mumbai,2025-06-25,0.78
A00543,Jeevika Dani,Offshore,Hyderabad,2018-06-29,0.7
A00544,Brijesh Ratti,Individual,Chennai,2016-07-08,0.97
A00545,Rohan Narain,Business,Bangalore,2018-02-14,0.53
A00546,Udant Pandit,Business,Mumbai,2020-07-14,0.73
A00547,Naveen Sha,Business,Delhi,2022-02-19,0.67
A00548,Bachittar Gour,Offshore,Chennai,2022-06-05,0.67
A00549,Megha Basu,Offshore,Kolkata,2025-01-24,0.97
A00550,Harini Tak,Business,Kolkata,2020-12-13,0.12
A00551,Yashasvi Dar,Business,Bangalore,2018-12-29,0.63
A00552,Warda Sunder,Business,Mumbai,2025-01-03,0.32
A00553,Karan Raman,Business,Chennai,2024-03-01,0.27
A00554,Garima Chauhan,Business,Bangalore,2024-01-11,0.55
A00555,Pranit Prabhu,Shell,Kolkata,2019-10-14,0.21
A00556,Udyati Butala,Business,Kolkata,2018-05-08,0.16
A00557,Forum Comar,Offshore,Hyderabad,2016-07-09,0.86
A00558,Jhalak Goyal,Individual,Chennai,2019-10-23,0.9
A00559,Wyatt Chaudhuri,Offshore,Hyderabad,2019-09-18,0.99
A00560,Faris Dugar,Offshore,Delhi,2021-11-18,0.09
A00561,Vihaan Sarraf,Shell,Bangalore,2019-11-19,0.83
A00562,Max Das,Business,Bangalore,2017-05-27,0.7
A00563,Gavin Toor,Shell,Mumbai,2020-03-07,0.95
A00564,Akshay Chad,Business,Delhi,2017-07-15,0.46
A00565,Janani Prashad,Business,Mumbai,2019-08-17,0.77
A00566,Lila Kota,Offshore,Mumbai,2020-04-30,0.05
A00567,Dayamai Choudhary,Offshore,Delhi,2020-04-27,0.47
A00568,Onveer Kapadia,Offshore,Bangalore,2017-09-18,0.51
A00569,Nihal Subramaniam,Individual,Chennai,2019-07-23,0.87
A00570,Gauri Gopal,Shell,Bangalore,2018-02-25,0.22
A00571,Adya Kumar,Shell,Bangalore,2017-03-02,0.63
A00572,Oeshi Bains,Individual,Chennai,2023-07-21,0.84
A00573,Avi Sama,Shell,Kolkata,2018-11-02,0.38
A00574,Tejas Mangal,Business,Kolkata,2020-12-22,0.43
A00575,Advaith Badami,Offshore,Mumbai,2023-03-19,0.31
A00576,Maya Brahmbhatt,Individual,Mumbai,2020-05-06,0.6
A00577,Utkarsh Dhingra,Shell,Chennai,2021-03-24,0.55
A00578,Yashodhara Pai,Offshore,Hyderabad,2015-10-16,0.87
A00579,Aditya Kulkarni,Offshore,Bangalore,2021-05-19,0.55
A00580,Lakshmi Malhotra,Shell,Chennai,2025-02-07,0.71
A00581,Manthan Shenoy,Shell,Bangalore,2017-05-02,0.42
A00582,Andrew Bains,Business,Mumbai,2017-05-23,0.89
A00583,Ekanta Mall,Individual,Mumbai,2019-08-10,0.32
A00584,Shivansh Jha,Business,Delhi,2025-01-28,0.94
A00585,Ladli Sen,Business,Kolkata,2015-12-30,0.31
A00586,Theodore Mammen,Offshore,Kolkata,2021-11-23,0.87
A00587,Bhavani Deshmukh,Business,Chennai,2020-10-05,0.18
A00588,Leela Chandran,Offshore,Kolkata,2019-06-29,0.01
A00589,Nicholas Rama,Business,Delhi,2018-10-16,0.77
A00590,Nisha Lata,Individual,Chennai,2017-07-21,0.89
A00591,Indali Bora,Business,Mumbai,2022-02-11,0.21
A00592,Aarush Pau,Business,Bangalore,2021-12-01,0.68
A00593,Anusha Wadhwa,Individual,Chennai,2025-05-22,0.51
A00594,Bhavini Comar,Business,Kolkata,2017-04-12,0.3
A00595,Baghyawati Majumdar,Individual,Mumbai,2015-09-20,0.09
A00596,Kashish Nath,Individual,Mumbai,2021-09-29,0.21
A00597,Laksh Chaudhari,Business,Kolkata,2018-02-21,0.7
A00598,Kamya Doshi,Individual,Chennai,2019-01-13,0.47
A00599,Upkaar Mistry,Offshore,Chennai,2024-08-20,0.74
A00600,Wazir Iyer,Offshore,Hyderabad,2017-04-17,0.94
A00601,Anthony Dayal,Business,Delhi,2017-10-17,0.43
A00602,Vidhi Talwar,Individual,Mumbai,2023-04-24,0.58
A00603,Praneel Doshi,Shell,Kolkata,2020-06-16,0.15
A00604,Bhavna Chowdhury,Individual,Bangalore,2018-07-23,0.93
A00605,William Ray,Shell,Bangalore,2017-09-01,0.54
A00606,Aashi Lanka,Individual,Chennai,2019-10-14,0.18
A00607,Pahal Chahal,Individual,Hyderabad,2022-02-10,0.6
A00608,Wazir Sharma,Offshore,Hyderabad,2017-07-19,0.74
A00609,Vedika More,Shell,Kolkata,2024-02-24,0.55
A00610,Vidhi Mohan,Business,Hyderabad,2016-10-17,0.27
A00611,Xavier Swaminathan,Business,Bangalore,2020-08-18,0.07
A00612,Anirudh Kar,Shell,Mumbai,2024-03-03,0.05
A00613,Laksh Agarwal,Offshore,Delhi,2025-01-19,0.12
A00614,George Pal,Business,Delhi,2022-12-24,0.02
A00615,Mitesh Badami,Shell,Chennai,2020-07-07,0.78
A00616,Janya Kumer,Offshore,Chennai,2018-11-13,0.76
A00617,Charvi Agrawal,Offshore,Hyderabad,2021-09-03,0.04
A00618,Krishna Sanghvi,Individual,Bangalore,2017-10-18,0.88
A00619,Gautami Karnik,Business,Hyderabad,2023-10-01,0.39
A00620,Saanvi Lata,Shell,Chennai,2024-03-09,0.49
A00621,Manya Choudhary,Shell,Kolkata,2017-01-09,0.75
A00622,Utkarsh Dasgupta,Shell,Chennai,2018-12-31,0.56
A00623,Shivani Bhatnagar,Shell,Mumbai,2021-02-08,0.85
A00624,Aradhana Bora,Shell,Chennai,2019-07-10,0.91
A00625,Rajeshri Balasubramanian,Shell,Bangalore,2024-08-17,0.22
A00626,Darika Bal,Individual,Bangalore,2019-04-08,0.23
A00627,Udarsh Balakrishnan,Individual,Chennai,2024-08-28,0.18
A00628,Divya Pathak,Individual,Chennai,2016-03-10,0.5
A00629,Charles Muni,Offshore,Mumbai,2016-12-21,0.22
A00630,Damyanti Soman,Shell,Chennai,2024-03-08,0.91
A00631,Gaurika D’Alia,Business,Hyderabad,2018-05-19,0.33
A00632,Arjun Mody,Individual,Kolkata,2016-11-26,0.1
A00633,Ikbal Kade,Offshore,Bangalore,2021-08-30,0.59
A00634,Ranveer Bala,Individual,Hyderabad,2018-10-25,0.9
A00635,Aadhya Gaba,Offshore,Bangalore,2023-06-12,0.52
A00636,Azaan Char,Individual,Mumbai,2016-03-02,0.79
A00637,Jasmit Nanda,Shell,Mumbai,2015-12-06,0.41
A00638,Caleb Khosla,Business,Hyderabad,2020-10-17,0.74
A00639,Suhani Agarwal,Shell,Delhi,2020-09-02,0.12
A00640,Ayaan Bali,Shell,Delhi,2021-09-15,0.44
A00641,Sara Mangat,Individual,Hyderabad,2024-07-03,0.04
A00642,Jhalak Dayal,Business,Chennai,2024-09-12,0.24
A00643,Madhavi Hayre,Business,Delhi,2016-04-08,0.85
A00644,Janya Sandal,Shell,Chennai,2019-04-17,0.89
A00645,Edhitha Mitter,Shell,Bangalore,2020-01-07,0.19
A00646,Ryan Ravi,Individual,Chennai,2024-10-04,0.68
A00647,Yashawini Nath,Business,Mumbai,2024-05-27,0.41
A00648,Madhavi Chopra,Shell,Kolkata,2022-04-27,0.25
A00649,Nachiket Ravi,Individual,Bangalore,2025-01-13,0.98
A00650,Vasatika Andra,Business,Hyderabad,2021-11-05,0.74
A00651,Agastya Choudhry,Offshore,Delhi,2024-05-26,0.98
A00652,Chakradhar Radhakrishnan,Shell,Chennai,2022-05-28,0.97
A00653,Aditya Johal,Offshore,Kolkata,2017-02-09,0.05
A00654,Bhavani Lata,Individual,Bangalore,2021-01-14,0.43
A00655,Darsh Golla,Business,Kolkata,2016-08-07,0.25
A00656,Manya Mann,Business,Bangalore,2016-11-27,0.19
A00657,Rachit Lanka,Individual,Delhi,2023-07-05,0.14
A00658,Triveni Reddy,Offshore,Mumbai,2023-02-17,0.02
A00659,Yash Kata,Individual,Mumbai,2015-09-22,0.88
A00660,Dalbir Thakkar,Business,Hyderabad,2022-01-26,0.87
A00661,Balveer Zachariah,Individual,Hyderabad,2017-06-25,0.86
A00662,Amruta Minhas,Individual,Mumbai,2018-03-07,0.75
A00663,Amol Nagar,Business,Bangalore,2018-07-04,1.0
A00664,Varsha Seshadri,Offshore,Kolkata,2024-03-09,0.95
A00665,Neha Pradhan,Individual,Delhi,2018-08-04,0.74
A00666,Ekantika Chand,Shell,Chennai,2017-02-10,0.05
A00667,Isaiah Agate,Business,Bangalore,2023-01-24,0.01
A00668,Jagvi Bera,Offshore,Chennai,2019-05-26,0.83
A00669,Om Sampath,Business,Kolkata,2021-03-16,0.4
A00670,Leena Madan,Individual,Hyderabad,2017-04-26,0.77
A00671,Geetika Gole,Business,Mumbai,2018-04-19,0.14
A00672,Logan Bhatti,Shell,Bangalore,2019-07-24,0.68
A00673,Isaiah Gopal,Individual,Bangalore,2016-08-23,0.4
A00674,Oliver Gupta,Shell,Delhi,2016-03-23,0.35
A00675,Devika Pandit,Offshore,Bangalore,2024-05-22,0.97
A00676,Ryan Jayaraman,Individual,Mumbai,2020-12-25,0.76
A00677,Wridesh Dara,Business,Delhi,2023-07-05,1.0
A00678,Lucky Parsa,Offshore,Hyderabad,2019-07-02,0.56
A00679,Anay Wason,Shell,Bangalore,2020-01-20,0.74
A00680,Ganga Mandal,Offshore,Mumbai,2018-04-17,0.41
A00681,Nitesh Gera,Shell,Kolkata,2020-01-04,0.36
A00682,Ishwar Sunder,Individual,Hyderabad,2020-03-10,0.12
A00683,Zayan Kala,Business,Mumbai,2018-05-21,0.8
A00684,Shivani Sangha,Offshore,Bangalore,2022-09-05,0.44
A00685,Daksh Arya,Individual,Delhi,2021-10-29,0.2
A00686,Anjali Handa,Individual,Delhi,2021-01-04,0.37
A00687,Qushi Nagy,Offshore,Chennai,2021-04-29,0.54
A00688,Krishna Viswanathan,Offshore,Bangalore,2021-05-21,0.36
A00689,Krisha Varughese,Offshore,Delhi,2023-03-26,0.98
A00690,Vasatika Kapoor,Shell,Hyderabad,2021-03-09,0.54
A00691,Yochana Kohli,Offshore,Bangalore,2016-11-07,0.54
A00692,Kashvi Nagar,Offshore,Kolkata,2025-06-05,0.23
A00693,Kiaan Kunda,Offshore,Mumbai,2020-11-29,0.73
A00694,Faras Handa,Business,Kolkata,2018-04-05,0.67
A00695,Umang Banik,Individual,Bangalore,2021-08-02,0.12
A00696,Watika Mallick,Offshore,Mumbai,2021-11-30,0.75
A00697,Vivaan Bansal,Shell,Mumbai,2022-06-18,0.62
A00698,Anirudh Dhingra,Individual,Hyderabad,2021-02-08,0.82
A00699,Bhavini Mistry,Business,Bangalore,2020-01-31,0.1
A00700,Adweta Kumar,Offshore,Chennai,2022-06-01,0.81
A00701,Arin Devan,Offshore,Hyderabad,2017-12-16,0.41
A00702,Pavani Kibe,Offshore,Mumbai,2023-10-08,0.15
A00703,Rayaan Natarajan,Individual,Mumbai,2019-03-25,0.4
A00704,Ekiya Oza,Shell,Chennai,2021-11-22,0.33
A00705,Vrinda Shetty,Individual,Chennai,2017-04-23,0.36
A00706,Amrita Patla,Individual,Kolkata,2020-06-10,0.96
A00707,Imaran Aggarwal,Business,Mumbai,2019-07-31,0.89
A00708,Hiral Rege,Offshore,Mumbai,2024-10-03,0.47
A00709,Chanakya Koshy,Business,Bangalore,2022-09-07,0.88
A00710,Devika Kalla,Shell,Chennai,2020-11-05,0.59
A00711,Zayan Hora,Business,Kolkata,2017-06-23,0.33
A00712,Wriddhish Gola,Offshore,Kolkata,2021-03-17,0.6
A00713,Kiaan Chopra,Shell,Mumbai,2019-02-26,0.26
A00714,Ijaya Sankar,Offshore,Chennai,2024-06-16,0.49
A00715,Anthony Lata,Offshore,Mumbai,2021-07-19,0.09
A00716,Faras Chander,Shell,Mumbai,2024-06-15,0.86
A00717,Veer Mangal,Offshore,Bangalore,2022-06-19,0.76
A00718,Sarthak Balay,Shell,Chennai,2018-12-21,0.35
A00719,Rachit Bhat,Offshore,Chennai,2018-01-31,0.76
A00720,Saumya Menon,Shell,Mumbai,2015-09-02,0.05
A00721,Nathaniel Kannan,Shell,Hyderabad,2019-02-18,0.16
A00722,Kashish Bahri,Business,Mumbai,2021-10-02,0.34
A00723,Vinaya Padmanabhan,Business,Kolkata,2023-08-03,0.82
A00724,Aishani Basu,Shell,Kolkata,2023-04-25,0.87
A00725,Devansh Krish,Shell,Mumbai,2022-11-10,0.4
A00726,Jagdish Soman,Business,Chennai,2017-05-14,0.31
A00727,Barkha Kota,Individual,Chennai,2019-03-27,0.96
A00728,Qasim Rana,Offshore,Mumbai,2022-01-30,0.86
A00729,Yashoda Khatri,Business,Hyderabad,2024-01-01,0.61
A00730,Yauvani Dara,Shell,Delhi,2017-04-22,0.27
A00731,Champak Choudhry,Business,Bangalore,2019-01-22,0.43
A00732,Rachit Grewal,Shell,Kolkata,2018-07-28,0.86
A00733,Yash Salvi,Offshore,Delhi,2024-04-10,0.49
A00734,Azaan Bansal,Business,Mumbai,2020-12-29,0.98
A00735,Samarth Chowdhury,Offshore,Bangalore,2022-10-31,0.63
A00736,Krishna Bhatti,Individual,Mumbai,2020-08-16,0.99
A00737,Ekavir Sachar,Shell,Hyderabad,2024-07-24,0.94
A00738,Garima Mall,Shell,Kolkata,2020-10-26,0.57
A00739,Vidhi Sandal,Offshore,Chennai,2020-04-17,0.53
A00740,Warjas Wable,Individual,Mumbai,2023-10-05,0.71
A00741,Ayush Kashyap,Shell,Kolkata,2020-03-17,0.18
A00742,Anamika Borde,Offshore,Chennai,2021-11-29,0.72
A00743,David Venkataraman,Shell,Bangalore,2018-07-16,0.83
A00744,Hamsini Jani,Business,Kolkata,2017-12-02,0.09
A00745,Zayyan Nanda,Business,Hyderabad,2022-09-06,0.3
A00746,Anmol Bobal,Shell,Chennai,2024-03-16,0.23
A00747,Ayaan Cherian,Shell,Kolkata,2021-07-26,0.25
A00748,Dhruv Bassi,Individual,Mumbai,2016-07-28,0.25
A00749,Pranit Kakar,Individual,Kolkata,2021-06-24,0.06
A00750,Amara Bhatti,Shell,Delhi,2016-07-02,0.95
A00751,Brinda Lalla,Business,Delhi,2019-12-15,0.67
A00752,Anmol Ratta,Individual,Hyderabad,2022-05-03,0.03
A00753,Netra Mane,Offshore,Chennai,2021-06-10,0.34
A00754,Fitan Raju,Individual,Kolkata,2016-08-29,0.11
A00755,Oviya Prabhu,Offshore,Mumbai,2022-06-28,0.35
A00756,Hritik Ganesh,Offshore,Bangalore,2018-11-17,0.42
A00757,Urvashi Kata,Business,Bangalore,2020-09-25,0.96
A00758,Ryan Deshmukh,Business,Chennai,2017-10-26,0.35
A00759,Ekaja Baral,Individual,Mumbai,2019-01-22,0.92
A00760,Jasmit Panchal,Shell,Bangalore,2018-04-22,0.81
A00761,Nimrat Parmer,Offshore,Mumbai,2016-05-05,0.94
A00762,Zarna Ramakrishnan,Shell,Chennai,2016-12-07,0.08
A00763,Hamsini Swamy,Shell,Chennai,2024-09-30,0.7
A00764,Frederick Iyengar,Business,Hyderabad,2019-02-03,0.51
A00765,Shivansh Mahal,Offshore,Kolkata,2025-03-16,0.72
A00766,Lohit Sood,Individual,Kolkata,2019-12-21,0.12
A00767,Yashawini Dutt,Offshore,Mumbai,2017-10-16,1.0
A00768,Lohit Mall,Individual,Hyderabad,2022-09-27,0.68
A00769,Eesha Kant,Individual,Chennai,2020-04-28,0.19
A00770,Dhruv Sani,Business,Bangalore,2021-12-15,0.57
A00771,Hemani Bir,Shell,Mumbai,2024-08-28,0.93
A00772,Kiaan Kar,Shell,Kolkata,2025-03-06,0.32
A00773,Aachal Mital,Shell,Hyderabad,2022-04-11,0.22
A00774,Qabil Luthra,Offshore,Bangalore,2021-08-16,0.83
A00775,Odika Rajan,Shell,Delhi,2020-09-11,0.9
A00776,Onkar Sant,Shell,Delhi,2019-09-28,0.5
A00777,Osha Prasad,Offshore,Delhi,2017-09-11,0.56
A00778,Vasatika Samra,Individual,Bangalore,2021-11-14,0.95
A00779,Vasatika Jhaveri,Individual,Hyderabad,2021-03-17,0.9
A00780,Henry Kurian,Business,Kolkata,2024-07-17,0.18
A00781,Mahika Gola,Individual,Bangalore,2019-12-25,0.03
A00782,Ladli Soni,Shell,Mumbai,2017-05-05,0.95
A00783,Upma Shankar,Business,Mumbai,2016-05-13,0.21
A00784,Ikbal Prabhakar,Offshore,Kolkata,2017-02-03,0.4
A00785,Rohan Sem,Shell,Kolkata,2023-10-28,0.14
A00786,Jagrati Gill,Offshore,Chennai,2023-11-15,0.09
A00787,Vidhi Uppal,Business,Delhi,2015-10-26,0.73
A00788,Widisha Lad,Offshore,Bangalore,2017-06-15,0.22
A00789,Rachita Karan,Offshore,Mumbai,2016-06-15,0.07
A00790,Lipika Vala,Offshore,Hyderabad,2023-09-28,0.7
A00791,Baljiwan Grewal,Business,Chennai,2024-04-15,1.0
A00792,Chakradhar Dalal,Individual,Hyderabad,2023-01-08,0.1
A00793,Ojasvi Tank,Offshore,Chennai,2024-03-09,0.86
A00794,Gaurav Jhaveri,Business,Hyderabad,2018-02-05,0.52
A00795,Bina Dutta,Business,Kolkata,2020-11-12,0.41
A00796,Yasti Wali,Individual,Kolkata,2022-10-10,0.85
A00797,Tarak Thaman,Business,Mumbai,2020-03-21,0.18
A00798,Reyansh Vohra,Business,Mumbai,2022-01-09,0.77
A00799,Pranav Panchal,Individual,Hyderabad,2024-10-02,0.57
A00800,Aarav Mammen,Business,Hyderabad,2016-05-27,0.65
A00801,Alka Bassi,Shell,Mumbai,2018-06-14,0.18
A00802,Zinal Pandey,Individual,Delhi,2019-02-14,0.06
A00803,Netra Varghese,Business,Hyderabad,2016-12-08,0.12
A00804,Devika Kale,Individual,Delhi,2025-02-21,0.86
A00805,Vedant Mody,Offshore,Delhi,2015-08-30,0.22
A00806,Dakshesh Dar,Shell,Chennai,2017-01-01,0.38
A00807,Ekanta Kuruvilla,Business,Hyderabad,2015-11-06,0.33
A00808,Ojasvi Butala,Individual,Delhi,2019-02-12,0.14
A00809,Yug Swamy,Business,Kolkata,2024-06-25,0.34
A00810,Nidhi Batta,Shell,Hyderabad,2016-03-30,0.1
A00811,Amrita Sule,Business,Bangalore,2018-09-08,0.9
A00812,Vaishnavi Keer,Offshore,Bangalore,2024-04-05,0.81
A00813,Vasudha Chada,Individual,Chennai,2023-11-17,0.11
A00814,Ishwar Dyal,Shell,Mumbai,2023-03-03,0.1
A00815,Aahana Prashad,Offshore,Kolkata,2016-11-22,0.48
A00816,Yuvraj Nazareth,Offshore,Hyderabad,2017-07-10,0.84
A00817,Aarav Vasa,Business,Chennai,2016-08-23,0.39
A00818,Jackson Dhaliwal,Individual,Delhi,2020-08-15,0.91
A00819,Gaurika Bhat,Individual,Delhi,2016-08-17,0.84
A00820,Yashodhara Dhawan,Business,Chennai,2016-07-08,0.55
A00821,Veer Sandhu,Business,Chennai,2024-03-09,0.82
